0500064458	000000000000103029	20170106	1	0.045537340619307832
0500064458	000000000000103029	20170113	1	0.045537340619307832
0500064458	000000000000103029	20170210	1	0.045537340619307832
0500064458	000000000000103029	20170217	1	0.045537340619307832
0500064458	000000000000103029	20170224	1	0.045537340619307832
0500064458	000000000000103029	20170331	1	0.045537340619307832
0500064458	000000000000103029	20170407	1	0.045537340619307832
0500064458	000000000000103029	20170421	1	0.045537340619307832
0500064458	000000000000103029	20170428	1	0.045537340619307832
0500064458	000000000000103029	20170526	1	0.045537340619307832
0500064458	000000000000103029	20170120	1	0.045537340619307832
0500064458	000000000000103029	20170127	1	0.045537340619307832
0500064458	000000000000103029	20170602	1	0.045537340619307832
0500064458	000000000000103029	20161014	1	0.049043648847474252
0500064458	000000000000103029	20161021	1	0.049043648847474252
0500064458	000000000000103029	20161028	1	0.049043648847474252
0500064458	000000000000103029	20161104	1	0.049043648847474252
0500064458	000000000000103029	20161111	1	0.049043648847474252
0500064458	000000000000103029	20161125	1	0.049043648847474252
0500064458	000000000000103029	20161202	1	0.049043648847474252
0500064458	000000000000103029	20161209	1	0.049043648847474252
0500064458	000000000000103029	20161216	1	0.049043648847474252
0500064458	000000000000103029	20161223	1	0.049043648847474252
0500064458	000000000000103029	20160722	1	0.049043648847474252
0500064458	000000000000103029	20160902	1	0.049043648847474252
0500064458	000000000000103029	20160909	1	0.049043648847474252
0500064458	000000000000117803	20160902	1	0.049043648847474252
0500064458	000000000000117803	20160909	1	0.049043648847474252
0500064458	000000000000135333	20160701	1	0.082236842105263158
0500064458	000000000000135333	20160819	1	0.082236842105263158
0500064458	000000000000135333	20160826	1	0.082236842105263158
0500064458	000000000000135333	20160902	1	0.082236842105263158
0500064458	000000000000135333	20170113	1	0.082236842105263158
0500064458	000000000000135333	20170120	1	0.082236842105263158
0500064458	000000000000135333	20170127	1	0.082236842105263158
0500064458	000000000000135333	20170203	1	0.082236842105263158
0500064458	000000000000135333	20170210	1	0.082236842105263158
0500064458	000000000000135333	20170224	1	0.082236842105263158
0500064458	000000000000135333	20170602	1	0.082236842105263158
0500064458	000000000000135333	20160930	1	0.082236842105263158
0500064458	000000000000135333	20160923	1	0.082236842105263158
0500064458	000000000000135333	20161007	1	0.082236842105263158
0500064458	000000000000135333	20161014	1	0.082236842105263158
